"","names","waic","dwaic","weights"
"reduced","reduced",656.060926571939,0,0.867568615117736
"null","null",659.820186501313,3.75925992937437,0.132431381954477
"global","global",695.074842865779,39.0139162938408,0.00000000292778749017687
